dteday,season,year,month,hr,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count_cr
2012-01-25,Spring,2012,Jan,4,0,Wednesday,1,Clear,0.26,0.2424,0.7,0,4,4
2012-01-25,Spring,2012,Jan,5,0,Wednesday,1,Clear,0.26,0.2424,0.7,0,33,33
2012-01-25,Spring,2012,Jan,6,0,Wednesday,1,Clear,0.24,0.2273,0.73,1,87,88
2012-01-25,Spring,2012,Jan,7,0,Wednesday,1,Clear,0.24,0.2273,0.75,14,243,257
2012-01-25,Spring,2012,Jan,8,0,Wednesday,1,Clear,0.24,0.2273,0.7,18,495,513
2012-01-25,Spring,2012,Jan,9,0,Wednesday,1,Clear,0.24,0.2273,0.7,18,218,236
2012-01-25,Spring,2012,Jan,10,0,Wednesday,1,Misty,0.26,0.2273,0.7,30,111,141
2012-01-25,Spring,2012,Jan,11,0,Wednesday,1,Misty,0.3,0.2727,0.61,52,105,157
2012-01-25,Spring,2012,Jan,12,0,Wednesday,1,Clear,0.32,0.3333,0.53,46,147,193
2012-01-25,Spring,2012,Jan,13,0,Wednesday,1,Clear,0.34,0.3333,0.49,63,149,212
2012-01-25,Spring,2012,Jan,14,0,Wednesday,1,Clear,0.34,0.3485,0.49,53,107,160
2012-01-25,Spring,2012,Jan,15,0,Wednesday,1,Clear,0.36,0.3788,0.46,30,125,155
2012-01-25,Spring,2012,Jan,16,0,Wednesday,1,Clear,0.34,0.3333,0.53,29,217,246
2012-01-25,Spring,2012,Jan,17,0,Wednesday,1,Clear,0.36,0.3485,0.53,27,443,470
2012-01-25,Spring,2012,Jan,18,0,Wednesday,1,Clear,0.32,0.3333,0.66,24,415,439
2012-01-25,Spring,2012,Jan,19,0,Wednesday,1,Misty,0.34,0.3636,0.53,5,311,316
2012-01-25,Spring,2012,Jan,20,0,Wednesday,1,Clear,0.32,0.3182,0.61,10,225,235
2012-01-25,Spring,2012,Jan,21,0,Wednesday,1,Clear,0.3,0.3333,0.65,19,166,185
2012-01-25,Spring,2012,Jan,22,0,Wednesday,1,Clear,0.3,0.3182,0.65,12,101,113
2012-01-25,Spring,2012,Jan,23,0,Wednesday,1,Misty,0.28,0.3182,0.65,3,63,66
2012-01-26,Spring,2012,Jan,0,0,Thursday,1,Misty,0.28,0.2879,0.75,3,22,25
2012-01-26,Spring,2012,Jan,1,0,Thursday,1,Misty,0.28,0.3182,0.75,5,16,21
2012-01-26,Spring,2012,Jan,2,0,Thursday,1,Misty,0.28,0.2727,0.75,1,6,7
2012-01-26,Spring,2012,Jan,3,0,Thursday,1,Misty,0.28,0.303,0.75,1,5,6
2012-01-26,Spring,2012,Jan,4,0,Thursday,1,Clear,0.28,0.3182,0.75,0,3,3
2012-01-26,Spring,2012,Jan,5,0,Thursday,1,Misty,0.3,0.3182,0.75,0,28,28
2012-01-26,Spring,2012,Jan,6,0,Thursday,1,Misty,0.28,0.3182,0.81,0,88,88
2012-01-26,Spring,2012,Jan,7,0,Thursday,1,Misty,0.28,0.303,0.81,11,228,239
2012-01-26,Spring,2012,Jan,8,0,Thursday,1,Misty,0.28,0.303,0.81,16,514,530
2012-01-26,Spring,2012,Jan,9,0,Thursday,1,Misty,0.3,0.3333,0.81,18,256,274
2012-01-26,Spring,2012,Jan,10,0,Thursday,1,Misty,0.3,0.303,0.81,16,92,108
2012-01-26,Spring,2012,Jan,11,0,Thursday,1,Misty,0.3,0.3182,0.87,11,100,111
2012-01-26,Spring,2012,Jan,12,0,Thursday,1,Misty,0.34,0.3333,0.81,29,136,165
2012-01-26,Spring,2012,Jan,13,0,Thursday,1,Misty,0.38,0.3939,0.71,17,156,173
2012-01-26,Spring,2012,Jan,14,0,Thursday,1,Misty,0.4,0.4091,0.71,16,112,128
2012-01-26,Spring,2012,Jan,15,0,Thursday,1,Misty,0.42,0.4242,0.71,22,142,164
2012-01-26,Spring,2012,Jan,16,0,Thursday,1,Misty,0.4,0.4091,0.71,15,209,224
2012-01-26,Spring,2012,Jan,17,0,Thursday,1,Misty,0.42,0.4242,0.71,16,397,413
2012-01-26,Spring,2012,Jan,18,0,Thursday,1,Misty,0.42,0.4242,0.71,12,394,406
2012-01-26,Spring,2012,Jan,19,0,Thursday,1,Misty,0.4,0.4091,0.76,11,302,313
2012-01-26,Spring,2012,Jan,20,0,Thursday,1,Misty,0.4,0.4091,0.82,8,216,224
2012-01-26,Spring,2012,Jan,21,0,Thursday,1,Misty,0.4,0.4091,0.76,8,184,192
2012-01-26,Spring,2012,Jan,22,0,Thursday,1,Clear,0.38,0.3939,0.82,3,139,142
2012-01-26,Spring,2012,Jan,23,0,Thursday,1,Misty,0.4,0.4091,0.82,5,86,91
2012-01-27,Spring,2012,Jan,0,0,Friday,1,Misty,0.4,0.4091,0.82,6,32,38
2012-01-27,Spring,2012,Jan,1,0,Friday,1,Misty,0.4,0.4091,0.87,6,23,29
2012-01-27,Spring,2012,Jan,2,0,Friday,1,Clear,0.42,0.4242,0.94,2,11,13
2012-01-27,Spring,2012,Jan,3,0,Friday,1,Misty,0.42,0.4242,0.94,3,5,8
2012-01-27,Spring,2012,Jan,4,0,Friday,1,Misty,0.4,0.4091,1.0,1,3,4
2012-01-27,Spring,2012,Jan,5,0,Friday,1,Misty,0.42,0.4242,0.94,0,24,24
2012-01-27,Spring,2012,Jan,6,0,Friday,1,Misty,0.42,0.4242,1.0,0,72,72
2012-01-27,Spring,2012,Jan,7,0,Friday,1,Misty,0.42,0.4242,1.0,6,128,134
2012-01-27,Spring,2012,Jan,8,0,Friday,1,Light Snow,0.5,0.4848,0.88,14,206,220
2012-01-27,Spring,2012,Jan,9,0,Friday,1,Light Snow,0.5,0.4848,0.88,6,101,107
2012-01-27,Spring,2012,Jan,10,0,Friday,1,Light Snow,0.48,0.4697,1.0,9,117,126
2012-01-27,Spring,2012,Jan,11,0,Friday,1,Misty,0.48,0.4697,0.94,10,95,105
2012-01-27,Spring,2012,Jan,12,0,Friday,1,Misty,0.5,0.4848,0.88,25,155,180
2012-01-27,Spring,2012,Jan,13,0,Friday,1,Clear,0.5,0.4848,0.59,26,175,201
2012-01-27,Spring,2012,Jan,14,0,Friday,1,Clear,0.5,0.4848,0.55,23,153,176
2012-01-27,Spring,2012,Jan,15,0,Friday,1,Clear,0.48,0.4697,0.51,27,170,197
2012-01-27,Spring,2012,Jan,16,0,Friday,1,Clear,0.44,0.4394,0.51,26,241,267
2012-01-27,Spring,2012,Jan,17,0,Friday,1,Clear,0.42,0.4242,0.5,16,406,422
2012-01-27,Spring,2012,Jan,18,0,Friday,1,Clear,0.4,0.4091,0.5,20,363,383
2012-01-27,Spring,2012,Jan,19,0,Friday,1,Clear,0.36,0.3333,0.5,10,241,251
2012-01-27,Spring,2012,Jan,20,0,Friday,1,Clear,0.34,0.303,0.53,6,153,159
2012-01-27,Spring,2012,Jan,21,0,Friday,1,Clear,0.34,0.2879,0.53,8,127,135
2012-01-27,Spring,2012,Jan,22,0,Friday,1,Clear,0.34,0.303,0.49,11,108,119
2012-01-27,Spring,2012,Jan,23,0,Friday,1,Clear,0.32,0.2879,0.49,8,78,86
2012-01-28,Spring,2012,Jan,0,0,Saturday,0,Clear,0.3,0.2879,0.52,1,68,69
2012-01-28,Spring,2012,Jan,1,0,Saturday,0,Clear,0.3,0.303,0.52,1,57,58
2012-01-28,Spring,2012,Jan,2,0,Saturday,0,Clear,0.26,0.303,0.6,3,38,41
2012-01-28,Spring,2012,Jan,3,0,Saturday,0,Clear,0.26,0.2879,0.6,1,16,17
2012-01-28,Spring,2012,Jan,4,0,Saturday,0,Clear,0.26,0.2576,0.6,0,8,8
2012-01-28,Spring,2012,Jan,5,0,Saturday,0,Clear,0.24,0.2576,0.75,0,10,10
2012-01-28,Spring,2012,Jan,6,0,Saturday,0,Clear,0.24,0.2879,0.7,3,12,15
2012-01-28,Spring,2012,Jan,7,0,Saturday,0,Clear,0.22,0.2727,0.75,3,28,31
2012-01-28,Spring,2012,Jan,8,0,Saturday,0,Clear,0.2,0.2273,0.8,9,82,91
2012-01-28,Spring,2012,Jan,9,0,Saturday,0,Clear,0.22,0.2727,0.8,13,145,158
2012-01-28,Spring,2012,Jan,10,0,Saturday,0,Clear,0.26,0.2727,0.7,27,164,191
2012-01-28,Spring,2012,Jan,11,0,Saturday,0,Clear,0.3,0.303,0.56,55,241,296
2012-01-28,Spring,2012,Jan,12,0,Saturday,0,Clear,0.3,0.2879,0.61,70,244,314
2012-01-28,Spring,2012,Jan,13,0,Saturday,0,Clear,0.34,0.3182,0.57,80,293,373
2012-01-28,Spring,2012,Jan,14,0,Saturday,0,Clear,0.38,0.3939,0.5,123,239,362
2012-01-28,Spring,2012,Jan,15,0,Saturday,0,Clear,0.4,0.4091,0.47,90,320,410
2012-01-28,Spring,2012,Jan,16,0,Saturday,0,Clear,0.42,0.4242,0.44,131,276,407
2012-01-28,Spring,2012,Jan,17,0,Saturday,0,Clear,0.42,0.4242,0.44,57,233,290
2012-01-28,Spring,2012,Jan,18,0,Saturday,0,Clear,0.42,0.4242,0.41,40,201,241
2012-01-28,Spring,2012,Jan,19,0,Saturday,0,Misty,0.42,0.4242,0.41,33,173,206
2012-01-28,Spring,2012,Jan,20,0,Saturday,0,Clear,0.4,0.4091,0.35,5,115,120
2012-01-28,Spring,2012,Jan,21,0,Saturday,0,Clear,0.36,0.3333,0.29,18,109,127
2012-01-28,Spring,2012,Jan,22,0,Saturday,0,Clear,0.34,0.3333,0.34,6,97,103
2012-01-28,Spring,2012,Jan,23,0,Saturday,0,Clear,0.32,0.3182,0.31,6,79,85
2012-01-29,Spring,2012,Jan,0,0,Sunday,0,Clear,0.3,0.2879,0.33,15,81,96
2012-01-29,Spring,2012,Jan,1,0,Sunday,0,Clear,0.3,0.2727,0.28,5,68,73
2012-01-29,Spring,2012,Jan,2,0,Sunday,0,Clear,0.28,0.2576,0.26,3,48,51
2012-01-29,Spring,2012,Jan,3,0,Sunday,0,Clear,0.26,0.2576,0.28,4,17,21
2012-01-29,Spring,2012,Jan,4,0,Sunday,0,Clear,0.24,0.2576,0.3,0,5,5
2012-01-29,Spring,2012,Jan,5,0,Sunday,0,Clear,0.2,0.2121,0.51,1,6,7
2012-01-29,Spring,2012,Jan,6,0,Sunday,0,Clear,0.2,0.2273,0.4,1,4,5
2012-01-29,Spring,2012,Jan,7,0,Sunday,0,Clear,0.2,0.2121,0.37,0,12,12
2012-01-29,Spring,2012,Jan,8,0,Sunday,0,Clear,0.18,0.197,0.4,9,61,70
2012-01-29,Spring,2012,Jan,9,0,Sunday,0,Clear,0.18,0.197,0.43,13,98,111
2012-01-29,Spring,2012,Jan,10,0,Sunday,0,Clear,0.24,0.2424,0.35,38,153,191
2012-01-29,Spring,2012,Jan,11,0,Sunday,0,Clear,0.28,0.2727,0.28,57,198,255
2012-01-29,Spring,2012,Jan,12,0,Sunday,0,Clear,0.32,0.303,0.26,73,215,288
2012-01-29,Spring,2012,Jan,13,0,Sunday,0,Clear,0.32,0.303,0.26,78,238,316
2012-01-29,Spring,2012,Jan,14,0,Sunday,0,Clear,0.32,0.303,0.26,51,229,280
2012-01-29,Spring,2012,Jan,15,0,Sunday,0,Clear,0.36,0.3333,0.25,68,242,310
2012-01-29,Spring,2012,Jan,16,0,Sunday,0,Clear,0.36,0.3333,0.21,54,268,322
2012-01-29,Spring,2012,Jan,17,0,Sunday,0,Clear,0.36,0.3333,0.21,33,201,234
2012-01-29,Spring,2012,Jan,18,0,Sunday,0,Clear,0.34,0.303,0.23,17,151,168
2012-01-29,Spring,2012,Jan,19,0,Sunday,0,Clear,0.32,0.303,0.29,14,145,159
2012-01-29,Spring,2012,Jan,20,0,Sunday,0,Clear,0.3,0.2879,0.39,13,98,111
2012-01-29,Spring,2012,Jan,21,0,Sunday,0,Clear,0.3,0.2879,0.33,0,69,69
2012-01-29,Spring,2012,Jan,22,0,Sunday,0,Clear,0.32,0.2879,0.26,7,57,64
2012-01-29,Spring,2012,Jan,23,0,Sunday,0,Clear,0.3,0.2727,0.33,4,21,25
2012-01-30,Spring,2012,Jan,0,0,Monday,1,Misty,0.32,0.2879,0.26,0,10,10
2012-01-30,Spring,2012,Jan,1,0,Monday,1,Clear,0.26,0.2273,0.6,0,9,9
2012-01-30,Spring,2012,Jan,2,0,Monday,1,Clear,0.24,0.2121,0.48,1,6,7
2012-01-30,Spring,2012,Jan,3,0,Monday,1,Clear,0.24,0.2273,0.48,0,4,4
2012-01-30,Spring,2012,Jan,4,0,Monday,1,Clear,0.2,0.2121,0.51,0,5,5
2012-01-30,Spring,2012,Jan,5,0,Monday,1,Clear,0.2,0.2121,0.51,0,26,26
2012-01-30,Spring,2012,Jan,6,0,Monday,1,Clear,0.22,0.2121,0.44,0,80,80
2012-01-30,Spring,2012,Jan,7,0,Monday,1,Clear,0.22,0.2121,0.44,4,221,225
2012-01-30,Spring,2012,Jan,8,0,Monday,1,Clear,0.2,0.197,0.47,12,481,493
2012-01-30,Spring,2012,Jan,9,0,Monday,1,Clear,0.2,0.197,0.47,5,193,198
2012-01-30,Spring,2012,Jan,10,0,Monday,1,Clear,0.22,0.2121,0.41,3,82,85
2012-01-30,Spring,2012,Jan,11,0,Monday,1,Clear,0.26,0.2576,0.38,6,93,99
2012-01-30,Spring,2012,Jan,12,0,Monday,1,Clear,0.26,0.2273,0.35,5,129,134
2012-01-30,Spring,2012,Jan,13,0,Monday,1,Clear,0.3,0.2879,0.31,15,117,132
2012-01-30,Spring,2012,Jan,14,0,Monday,1,Clear,0.32,0.3333,0.24,15,100,115
2012-01-30,Spring,2012,Jan,15,0,Monday,1,Clear,0.32,0.3182,0.24,7,131,138
2012-01-30,Spring,2012,Jan,16,0,Monday,1,Clear,0.34,0.3333,0.25,11,210,221
2012-01-30,Spring,2012,Jan,17,0,Monday,1,Clear,0.36,0.3485,0.21,16,422,438
2012-01-30,Spring,2012,Jan,18,0,Monday,1,Clear,0.34,0.3333,0.23,11,399,410
2012-01-30,Spring,2012,Jan,19,0,Monday,1,Clear,0.3,0.3182,0.45,8,298,306
2012-01-30,Spring,2012,Jan,20,0,Monday,1,Clear,0.3,0.303,0.39,2,179,181
2012-01-30,Spring,2012,Jan,21,0,Monday,1,Clear,0.3,0.303,0.42,3,159,162
2012-01-30,Spring,2012,Jan,22,0,Monday,1,Clear,0.28,0.2727,0.48,2,92,94
2012-01-30,Spring,2012,Jan,23,0,Monday,1,Clear,0.26,0.2576,0.6,0,52,52
2012-01-31,Spring,2012,Jan,0,0,Tuesday,1,Clear,0.28,0.2727,0.52,0,15,15
2012-01-31,Spring,2012,Jan,1,0,Tuesday,1,Clear,0.3,0.2727,0.42,1,7,8
2012-01-31,Spring,2012,Jan,2,0,Tuesday,1,Clear,0.3,0.2879,0.42,0,2,2
2012-01-31,Spring,2012,Jan,3,0,Tuesday,1,Clear,0.3,0.2879,0.45,0,2,2
2012-01-31,Spring,2012,Jan,4,0,Tuesday,1,Clear,0.3,0.2879,0.49,0,1,1
2012-01-31,Spring,2012,Jan,5,0,Tuesday,1,Clear,0.3,0.2879,0.49,0,22,22
2012-01-31,Spring,2012,Jan,6,0,Tuesday,1,Clear,0.28,0.2727,0.52,0,104,104
2012-01-31,Spring,2012,Jan,7,0,Tuesday,1,Clear,0.26,0.2576,0.6,6,273,279
2012-01-31,Spring,2012,Jan,8,0,Tuesday,1,Clear,0.26,0.2727,0.6,14,498,512
2012-01-31,Spring,2012,Jan,9,0,Tuesday,1,Clear,0.3,0.2879,0.52,30,231,261
2012-01-31,Spring,2012,Jan,10,0,Tuesday,1,Misty,0.32,0.3182,0.57,34,110,144
2012-01-31,Spring,2012,Jan,11,0,Tuesday,1,Clear,0.4,0.4091,0.37,14,125,139
2012-01-31,Spring,2012,Jan,12,0,Tuesday,1,Clear,0.4,0.4091,0.43,13,181,194
2012-01-31,Spring,2012,Jan,13,0,Tuesday,1,Clear,0.46,0.4545,0.36,27,171,198
2012-01-31,Spring,2012,Jan,14,0,Tuesday,1,Clear,0.5,0.4848,0.29,18,142,160
2012-01-31,Spring,2012,Jan,15,0,Tuesday,1,Clear,0.54,0.5152,0.26,27,150,177
2012-01-31,Spring,2012,Jan,16,0,Tuesday,1,Clear,0.54,0.5152,0.26,30,277,307
2012-01-31,Spring,2012,Jan,17,0,Tuesday,1,Clear,0.54,0.5152,0.26,41,518,559
2012-01-31,Spring,2012,Jan,18,0,Tuesday,1,Clear,0.54,0.5152,0.24,16,486,502
2012-01-31,Spring,2012,Jan,19,0,Tuesday,1,Clear,0.5,0.4848,0.29,22,306,328
2012-01-31,Spring,2012,Jan,20,0,Tuesday,1,Clear,0.4,0.4091,0.58,15,223,238
2012-01-31,Spring,2012,Jan,21,0,Tuesday,1,Clear,0.46,0.4545,0.33,3,162,165
2012-01-31,Spring,2012,Jan,22,0,Tuesday,1,Clear,0.44,0.4394,0.35,11,118,129
2012-01-31,Spring,2012,Jan,23,0,Tuesday,1,Clear,0.44,0.4394,0.38,2,61,63
2012-02-01,Spring,2012,Feb,0,0,Wednesday,1,Clear,0.44,0.4394,0.38,0,31,31
2012-02-01,Spring,2012,Feb,1,0,Wednesday,1,Clear,0.44,0.4394,0.41,0,4,4
2012-02-01,Spring,2012,Feb,2,0,Wednesday,1,Clear,0.44,0.4394,0.44,1,6,7
2012-02-01,Spring,2012,Feb,3,0,Wednesday,1,Clear,0.44,0.4394,0.44,0,3,3
2012-02-01,Spring,2012,Feb,4,0,Wednesday,1,Clear,0.4,0.4091,0.5,0,1,1
2012-02-01,Spring,2012,Feb,5,0,Wednesday,1,Clear,0.4,0.4091,0.5,0,18,18
2012-02-01,Spring,2012,Feb,6,0,Wednesday,1,Light Snow,0.4,0.4091,0.54,0,67,67
2012-02-01,Spring,2012,Feb,7,0,Wednesday,1,Light Snow,0.38,0.3939,0.62,7,201,208
2012-02-01,Spring,2012,Feb,8,0,Wednesday,1,Light Snow,0.36,0.3636,0.73,15,505,520
2012-02-01,Spring,2012,Feb,9,0,Wednesday,1,Misty,0.36,0.3485,0.71,9,267,276
2012-02-01,Spring,2012,Feb,10,0,Wednesday,1,Clear,0.4,0.4091,0.62,9,124,133
2012-02-01,Spring,2012,Feb,11,0,Wednesday,1,Clear,0.4,0.4091,0.58,27,116,143
2012-02-01,Spring,2012,Feb,12,0,Wednesday,1,Clear,0.44,0.4394,0.54,26,153,179
2012-02-01,Spring,2012,Feb,13,0,Wednesday,1,Clear,0.46,0.4545,0.47,12,174,186
2012-02-01,Spring,2012,Feb,14,0,Wednesday,1,Clear,0.62,0.6212,0.33,33,159,192
2012-02-01,Spring,2012,Feb,15,0,Wednesday,1,Clear,0.6,0.6212,0.35,25,169,194
2012-02-01,Spring,2012,Feb,16,0,Wednesday,1,Clear,0.6,0.6212,0.4,22,261,283
2012-02-01,Spring,2012,Feb,17,0,Wednesday,1,Clear,0.58,0.5455,0.43,31,508,539
2012-02-01,Spring,2012,Feb,18,0,Wednesday,1,Clear,0.56,0.5303,0.46,12,514,526
2012-02-01,Spring,2012,Feb,19,0,Wednesday,1,Clear,0.54,0.5152,0.52,20,315,335
2012-02-01,Spring,2012,Feb,20,0,Wednesday,1,Clear,0.52,0.5,0.52,10,254,264
2012-02-01,Spring,2012,Feb,21,0,Wednesday,1,Clear,0.52,0.5,0.52,16,217,233
2012-02-01,Spring,2012,Feb,22,0,Wednesday,1,Clear,0.5,0.4848,0.55,7,133,140
2012-02-01,Spring,2012,Feb,23,0,Wednesday,1,Clear,0.46,0.4545,0.63,22,75,97
2012-02-02,Spring,2012,Feb,0,0,Thursday,1,Clear,0.46,0.4545,0.59,7,24,31
2012-02-02,Spring,2012,Feb,1,0,Thursday,1,Misty,0.46,0.4545,0.55,3,14,17
2012-02-02,Spring,2012,Feb,2,0,Thursday,1,Misty,0.42,0.4242,0.67,2,7,9
2012-02-02,Spring,2012,Feb,3,0,Thursday,1,Misty,0.42,0.4242,0.67,0,2,2
2012-02-02,Spring,2012,Feb,4,0,Thursday,1,Light Snow,0.4,0.4091,0.82,0,1,1
2012-02-02,Spring,2012,Feb,5,0,Thursday,1,Light Snow,0.4,0.4091,0.82,0,19,19
2012-02-02,Spring,2012,Feb,6,0,Thursday,1,Light Snow,0.36,0.3788,0.9,1,73,74
2012-02-02,Spring,2012,Feb,7,0,Thursday,1,Light Snow,0.36,0.3788,0.93,4,201,205
2012-02-02,Spring,2012,Feb,8,0,Thursday,1,Light Snow,0.4,0.4091,0.87,9,436,445
2012-02-02,Spring,2012,Feb,9,0,Thursday,1,Light Snow,0.38,0.3939,0.87,15,213,228
2012-02-02,Spring,2012,Feb,10,0,Thursday,1,Light Snow,0.42,0.4242,0.77,6,72,78
2012-02-02,Spring,2012,Feb,11,0,Thursday,1,Light Snow,0.4,0.4091,0.82,6,99,105
2012-02-02,Spring,2012,Feb,12,0,Thursday,1,Clear,0.42,0.4242,0.82,8,140,148
2012-02-02,Spring,2012,Feb,13,0,Thursday,1,Misty,0.42,0.4242,0.77,13,124,137
2012-02-02,Spring,2012,Feb,14,0,Thursday,1,Clear,0.4,0.4091,0.76,12,129,141
2012-02-02,Spring,2012,Feb,15,0,Thursday,1,Clear,0.46,0.4545,0.67,24,150,174
2012-02-02,Spring,2012,Feb,16,0,Thursday,1,Clear,0.46,0.4545,0.55,18,211,229
2012-02-02,Spring,2012,Feb,17,0,Thursday,1,Clear,0.42,0.4242,0.54,13,437,450
2012-02-02,Spring,2012,Feb,18,0,Thursday,1,Clear,0.4,0.4091,0.43,17,393,410
2012-02-02,Spring,2012,Feb,19,0,Thursday,1,Clear,0.38,0.3939,0.43,16,311,327
2012-02-02,Spring,2012,Feb,20,0,Thursday,1,Clear,0.36,0.3182,0.46,9,204,213
2012-02-02,Spring,2012,Feb,21,0,Thursday,1,Clear,0.34,0.303,0.46,4,144,148
2012-02-02,Spring,2012,Feb,22,0,Thursday,1,Clear,0.32,0.2879,0.49,3,106,109
2012-02-02,Spring,2012,Feb,23,0,Thursday,1,Clear,0.32,0.303,0.49,0,61,61
2012-02-03,Spring,2012,Feb,0,0,Friday,1,Clear,0.32,0.2879,0.53,1,37,38
2012-02-03,Spring,2012,Feb,1,0,Friday,1,Clear,0.3,0.2727,0.56,3,19,22
2012-02-03,Spring,2012,Feb,2,0,Friday,1,Clear,0.3,0.2879,0.52,0,6,6
2012-02-03,Spring,2012,Feb,3,0,Friday,1,Clear,0.28,0.2576,0.56,0,4,4
2012-02-03,Spring,2012,Feb,4,0,Friday,1,Clear,0.26,0.2576,0.6,0,2,2
2012-02-03,Spring,2012,Feb,5,0,Friday,1,Clear,0.26,0.2576,0.6,0,17,17
2012-02-03,Spring,2012,Feb,6,0,Friday,1,Clear,0.24,0.2424,0.65,0,88,88
2012-02-03,Spring,2012,Feb,7,0,Friday,1,Clear,0.24,0.2273,0.65,10,216,226
2012-02-03,Spring,2012,Feb,8,0,Friday,1,Clear,0.24,0.2273,0.65,12,429,441
2012-02-03,Spring,2012,Feb,9,0,Friday,1,Clear,0.24,0.2273,0.65,18,252,270
2012-02-03,Spring,2012,Feb,10,0,Friday,1,Clear,0.28,0.2576,0.56,15,114,129
2012-02-03,Spring,2012,Feb,11,0,Friday,1,Clear,0.32,0.303,0.53,15,149,164
2012-02-03,Spring,2012,Feb,12,0,Friday,1,Clear,0.34,0.3333,0.46,25,191,216
2012-02-03,Spring,2012,Feb,13,0,Friday,1,Clear,0.36,0.3636,0.46,25,173,198
2012-02-03,Spring,2012,Feb,14,0,Friday,1,Clear,0.36,0.3485,0.46,22,148,170
2012-02-03,Spring,2012,Feb,15,0,Friday,1,Clear,0.38,0.3939,0.4,48,168,216
2012-02-03,Spring,2012,Feb,16,0,Friday,1,Clear,0.4,0.4091,0.37,36,275,311
2012-02-03,Spring,2012,Feb,17,0,Friday,1,Clear,0.4,0.4091,0.37,30,458,488
2012-02-03,Spring,2012,Feb,18,0,Friday,1,Clear,0.38,0.3939,0.4,17,368,385
2012-02-03,Spring,2012,Feb,19,0,Friday,1,Clear,0.34,0.3485,0.49,11,256,267
2012-02-03,Spring,2012,Feb,20,0,Friday,1,Clear,0.34,0.3485,0.49,8,155,163
2012-02-03,Spring,2012,Feb,21,0,Friday,1,Clear,0.34,0.3485,0.49,8,126,134
2012-02-03,Spring,2012,Feb,22,0,Friday,1,Clear,0.34,0.3485,0.49,3,116,119
2012-02-03,Spring,2012,Feb,23,0,Friday,1,Clear,0.26,0.2727,0.7,3,74,77
2012-02-04,Spring,2012,Feb,0,0,Saturday,0,Clear,0.26,0.2727,0.7,10,76,86
2012-02-04,Spring,2012,Feb,1,0,Saturday,0,Clear,0.26,0.2727,0.7,0,43,43
2012-02-04,Spring,2012,Feb,2,0,Saturday,0,Clear,0.24,0.2576,0.7,6,38,44
2012-02-04,Spring,2012,Feb,3,0,Saturday,0,Clear,0.24,0.2879,0.75,1,17,18
2012-02-04,Spring,2012,Feb,4,0,Saturday,0,Clear,0.24,0.2576,0.81,1,5,6
2012-02-04,Spring,2012,Feb,5,0,Saturday,0,Clear,0.24,0.2576,0.81,1,3,4
2012-02-04,Spring,2012,Feb,6,0,Saturday,0,Clear,0.22,0.2273,0.87,1,4,5
2012-02-04,Spring,2012,Feb,7,0,Saturday,0,Misty,0.24,0.2424,0.87,1,27,28
2012-02-04,Spring,2012,Feb,8,0,Saturday,0,Clear,0.24,0.2879,0.87,4,86,90
2012-02-04,Spring,2012,Feb,9,0,Saturday,0,Clear,0.24,0.2424,0.81,16,141,157
2012-02-04,Spring,2012,Feb,10,0,Saturday,0,Clear,0.24,0.2576,0.87,31,193,224
2012-02-04,Spring,2012,Feb,11,0,Saturday,0,Clear,0.3,0.3333,0.7,46,224,270
2012-02-04,Spring,2012,Feb,12,0,Saturday,0,Misty,0.3,0.3182,0.7,40,260,300
2012-02-04,Spring,2012,Feb,13,0,Saturday,0,Misty,0.3,0.2879,0.7,58,244,302
2012-02-04,Spring,2012,Feb,14,0,Saturday,0,Misty,0.32,0.303,0.66,47,229,276
2012-02-04,Spring,2012,Feb,15,0,Saturday,0,Misty,0.32,0.303,0.66,61,244,305
2012-02-04,Spring,2012,Feb,16,0,Saturday,0,Misty,0.34,0.3333,0.61,20,123,143
2012-02-04,Spring,2012,Feb,17,0,Saturday,0,Light Snow,0.3,0.2879,0.7,13,54,67
2012-02-04,Spring,2012,Feb,18,0,Saturday,0,Light Snow,0.28,0.2727,0.75,6,58,64
2012-02-04,Spring,2012,Feb,19,0,Saturday,0,Light Snow,0.26,0.2727,0.87,5,75,80
2012-02-04,Spring,2012,Feb,20,0,Saturday,0,Light Snow,0.24,0.2273,0.93,4,73,77
2012-02-04,Spring,2012,Feb,21,0,Saturday,0,Light Snow,0.24,0.2424,0.93,4,74,78
2012-02-04,Spring,2012,Feb,22,0,Saturday,0,Misty,0.24,0.2576,0.87,4,91,95
2012-02-04,Spring,2012,Feb,23,0,Saturday,0,Misty,0.24,0.2424,0.87,4,66,70
2012-02-05,Spring,2012,Feb,0,0,Sunday,0,Misty,0.24,0.2424,0.87,3,58,61
2012-02-05,Spring,2012,Feb,1,0,Sunday,0,Misty,0.24,0.2576,0.93,5,46,51
2012-02-05,Spring,2012,Feb,2,0,Sunday,0,Misty,0.24,0.2576,0.93,4,59,63
2012-02-05,Spring,2012,Feb,3,0,Sunday,0,Light Snow,0.24,0.2576,0.87,4,13,17
2012-02-05,Spring,2012,Feb,4,0,Sunday,0,Misty,0.24,0.2424,0.87,0,9,9
2012-02-05,Spring,2012,Feb,5,0,Sunday,0,Light Snow,0.26,0.2576,0.81,0,4,4
2012-02-05,Spring,2012,Feb,6,0,Sunday,0,Misty,0.26,0.2424,0.7,0,4,4
